,Date,Time,Home_Team,Home_Pts,Away_Team,Away_Points
0,2024-02-15,8:30p,MIL,,MEM,
0,2024-02-15,10:00p,MIN,,POR,
0,2024-02-22,7:00p,ORL,,CLE,
0,2024-02-22,7:00p,DET,,IND,
0,2024-02-22,7:00p,NYK,,PHI,
0,2024-02-22,7:00p,BRK,,TOR,
0,2024-02-22,7:30p,PHO,,DAL,
0,2024-02-22,8:00p,BOS,,CHI,
0,2024-02-22,8:00p,HOU,,NOP,
0,2024-02-22,8:00p,LAC,,OKC,
0,2024-02-22,9:00p,WAS,,DEN,
0,2024-02-22,9:00p,CHO,,UTA,
0,2024-02-22,10:00p,LAL,,GSW,
0,2024-02-22,10:00p,SAS,,SAC,
0,2024-02-23,7:30p,TOR,,ATL,
0,2024-02-23,7:30p,CLE,,PHI,
0,2024-02-23,8:00p,PHO,,HOU,
0,2024-02-23,8:00p,LAC,,MEM,
0,2024-02-23,8:00p,MIL,,MIN,
0,2024-02-23,8:00p,WAS,,OKC,
0,2024-02-23,10:00p,CHO,,GSW,
0,2024-02-23,10:00p,MIA,,NOP,
0,2024-02-23,10:00p,DEN,,POR,
0,2024-02-23,10:30p,SAS,,LAL,
0,2024-02-24,8:00p,ORL,,DET,
0,2024-02-24,8:00p,BRK,,MIN,
0,2024-02-24,8:30p,BOS,,NYK,
0,2024-02-25,1:00p,MIL,,PHI,
0,2024-02-25,3:30p,LAL,,PHO,
0,2024-02-25,5:00p,DAL,,IND,
0,2024-02-25,6:00p,CLE,,WAS,
0,2024-02-25,7:00p,ORL,,ATL,
0,2024-02-25,7:00p,DEN,,GSW,
0,2024-02-25,7:00p,OKC,,HOU,
0,2024-02-25,7:00p,CHI,,NOP,
0,2024-02-25,8:00p,SAS,,UTA,
0,2024-02-25,9:00p,CHO,,POR,
0,2024-02-25,9:30p,SAC,,LAC,
0,2024-02-26,7:00p,NYK,,DET,
0,2024-02-26,7:00p,TOR,,IND,
0,2024-02-26,8:00p,BRK,,MEM,
0,2024-02-26,10:00p,MIA,,SAC,
0,2024-02-27,7:00p,DAL,,CLE,
0,2024-02-27,7:00p,BRK,,ORL,
0,2024-02-27,7:00p,GSW,,WAS,
0,2024-02-27,7:30p,UTA,,ATL,
0,2024-02-27,7:30p,PHI,,BOS,
0,2024-02-27,7:30p,SAS,,MIN,
0,2024-02-27,7:30p,NOP,,NYK,
0,2024-02-27,8:00p,DET,,CHI,
0,2024-02-27,8:00p,CHO,,MIL,
0,2024-02-27,8:00p,HOU,,OKC,
0,2024-02-27,10:00p,MIA,,POR,
0,2024-02-28,7:00p,NOP,,IND,
0,2024-02-28,7:30p,MEM,,MIN,
0,2024-02-28,7:30p,DAL,,TOR,
0,2024-02-28,8:00p,CLE,,CHI,
0,2024-02-28,9:00p,SAC,,DEN,
0,2024-02-28,10:00p,LAL,,LAC,
0,2024-02-29,7:00p,MIL,,CHO,
0,2024-02-29,7:00p,UTA,,ORL,
0,2024-02-29,7:30p,ATL,,BRK,
0,2024-02-29,7:30p,GSW,,NYK,
0,2024-02-29,8:30p,OKC,,SAS,
0,2024-02-29,9:00p,HOU,,PHO,
0,2024-02-29,10:00p,MIA,,DEN,
0,2024-02-29,10:30p,WAS,,LAL,
0,2024-03-01,7:00p,CLE,,DET,
0,2024-03-01,7:00p,CHO,,PHI,
0,2024-03-01,7:30p,DAL,,BOS,
0,2024-03-01,7:30p,GSW,,TOR,
0,2024-03-01,8:00p,POR,,MEM,
0,2024-03-01,8:00p,SAC,,MIN,
0,2024-03-01,8:00p,IND,,NOP,
0,2024-03-01,10:00p,MIL,,CHI,
0,2024-03-01,10:30p,WAS,,LAC,
0,2024-03-02,3:00p,ATL,,BRK,
0,2024-03-02,5:00p,UTA,,MIA,
0,2024-03-02,8:00p,POR,,MEM,
0,2024-03-02,8:30p,DEN,,LAL,
0,2024-03-02,9:00p,HOU,,PHO,
0,2024-03-03,1:00p,PHI,,DAL,
0,2024-03-03,3:30p,GSW,,BOS,
0,2024-03-03,3:30p,LAC,,MIN,
0,2024-03-03,6:00p,DET,,ORL,
0,2024-03-03,6:00p,CHO,,TOR,
0,2024-03-03,7:00p,NYK,,CLE,
0,2024-03-03,7:00p,IND,,SAS,
0,2024-03-03,9:30p,OKC,,PHO,
0,2024-03-04,7:30p,MEM,,BRK,
0,2024-03-04,8:00p,LAC,,MIL,
0,2024-03-04,8:00p,POR,,MIN,
0,2024-03-04,9:00p,WAS,,UTA,
0,2024-03-04,10:00p,CHI,,SAC,
0,2024-03-04,10:30p,OKC,,LAL,
0,2024-03-05,7:00p,ORL,,CHO,
0,2024-03-05,7:00p,BOS,,CLE,
0,2024-03-05,7:30p,PHI,,BRK,
0,2024-03-05,7:30p,DET,,MIA,
0,2024-03-05,7:30p,ATL,,NYK,
0,2024-03-05,7:30p,NOP,,TOR,
0,2024-03-05,8:00p,SAS,,HOU,
0,2024-03-05,8:30p,IND,,DAL,
0,2024-03-05,10:00p,PHO,,DEN,
0,2024-03-06,7:00p,ORL,,WAS,
0,2024-03-06,7:30p,CLE,,ATL,
0,2024-03-06,7:30p,MEM,,PHI,
0,2024-03-06,8:00p,LAC,,HOU,
0,2024-03-06,9:00p,CHI,,UTA,
0,2024-03-06,10:00p,MIL,,GSW,
0,2024-03-06,10:00p,OKC,,POR,
0,2024-03-06,10:30p,SAC,,LAL,
0,2024-03-07,7:00p,BRK,,DET,
0,2024-03-07,7:00p,MIN,,IND,
0,2024-03-07,7:30p,MIA,,DAL,
0,2024-03-07,9:00p,TOR,,PHO,
0,2024-03-07,10:00p,BOS,,DEN,
0,2024-03-07,10:00p,CHI,,GSW,
0,2024-03-07,10:00p,SAS,,SAC,
0,2024-03-08,7:00p,NOP,,PHI,
0,2024-03-08,7:00p,CHO,,WAS,
0,2024-03-08,7:30p,MIN,,CLE,
0,2024-03-08,7:30p,ATL,,MEM,
0,2024-03-08,7:30p,ORL,,NYK,
0,2024-03-08,8:00p,MIA,,OKC,
0,2024-03-08,10:00p,MIL,,LAL,
0,2024-03-08,10:00p,HOU,,POR,
0,2024-03-09,4:00p,CHI,,LAC,
0,2024-03-09,7:00p,BRK,,CHO,
0,2024-03-09,7:00p,DAL,,DET,
0,2024-03-09,8:30p,SAS,,GSW,
0,2024-03-09,8:30p,BOS,,PHO,
0,2024-03-09,10:00p,UTA,,DEN,
0,2024-03-09,10:00p,TOR,,POR,
0,2024-03-10,3:00p,MIL,,LAC,
0,2024-03-10,6:00p,NOP,,ATL,
0,2024-03-10,6:00p,WAS,,MIA,
0,2024-03-10,6:00p,PHI,,NYK,
0,2024-03-10,6:00p,IND,,ORL,
0,2024-03-10,6:00p,HOU,,SAC,
0,2024-03-10,7:00p,BRK,,CLE,
0,2024-03-10,7:00p,MEM,,OKC,
0,2024-03-10,9:30p,MIN,,LAL,
0,2024-03-11,7:00p,CHO,,DET,
0,2024-03-11,7:30p,PHO,,CLE,
0,2024-03-11,8:00p,DAL,,CHI,
0,2024-03-11,8:00p,GSW,,SAS,
0,2024-03-11,9:00p,TOR,,DEN,
0,2024-03-11,10:30p,BOS,,POR,
0,2024-03-12,7:30p,PHI,,NYK,
0,2024-03-12,8:00p,WAS,,MEM,
0,2024-03-12,8:00p,IND,,OKC,
0,2024-03-12,8:30p,HOU,,SAS,
0,2024-03-12,9:00p,BOS,,UTA,
0,2024-03-12,10:00p,MIN,,LAC,
0,2024-03-12,10:00p,MIL,,SAC,
0,2024-03-13,7:00p,TOR,,DET,
0,2024-03-13,7:00p,BRK,,ORL,
0,2024-03-13,7:30p,CHI,,IND,
0,2024-03-13,7:30p,DEN,,MIA,
0,2024-03-13,8:00p,CHO,,MEM,
0,2024-03-13,8:00p,CLE,,NOP,
0,2024-03-13,8:30p,GSW,,DAL,
0,2024-03-13,10:00p,ATL,,POR,
0,2024-03-13,10:00p,LAL,,SAC,
0,2024-03-14,7:30p,PHO,,BOS,
0,2024-03-14,8:00p,LAC,,CHI,
0,2024-03-14,8:00p,WAS,,HOU,
0,2024-03-14,8:00p,PHI,,MIL,
0,2024-03-14,10:00p,DAL,,OKC,
0,2024-03-14,10:00p,NYK,,POR,
0,2024-03-15,7:00p,PHO,,CHO,
0,2024-03-15,7:00p,MIA,,DET,
0,2024-03-15,7:30p,ORL,,TOR,
0,2024-03-15,8:00p,LAC,,NOP,
0,2024-03-15,8:30p,DEN,,SAS,
0,2024-03-15,9:30p,ATL,,UTA,
0,2024-03-16,5:00p,CLE,,HOU,
0,2024-03-16,7:00p,BRK,,IND,
0,2024-03-16,7:00p,POR,,NOP,
0,2024-03-16,7:00p,CHO,,PHI,
0,2024-03-16,8:00p,WAS,,CHI,
0,2024-03-16,8:00p,OKC,,MEM,
0,2024-03-16,8:30p,GSW,,LAL,
0,2024-03-16,9:30p,MIN,,UTA,
0,2024-03-16,10:00p,NYK,,SAC,
0,2024-03-17,1:00p,PHO,,MIL,
0,2024-03-17,3:00p,MIA,,DET,
0,2024-03-17,3:30p,DEN,,DAL,
0,2024-03-17,6:00p,TOR,,ORL,
0,2024-03-17,6:00p,BOS,,WAS,
0,2024-03-17,7:00p,BRK,,SAS,
0,2024-03-17,9:30p,ATL,,LAC,
0,2024-03-18,7:00p,CLE,,IND,
0,2024-03-18,7:30p,DET,,BOS,
0,2024-03-18,7:30p,MIA,,PHI,
0,2024-03-18,8:00p,POR,,CHI,
0,2024-03-18,9:00p,MIN,,UTA,
0,2024-03-18,10:00p,NYK,,GSW,
0,2024-03-18,10:00p,MEM,,SAC,
0,2024-03-18,10:30p,ATL,,LAL,
0,2024-03-19,7:00p,CHO,,ORL,
0,2024-03-19,7:00p,HOU,,WAS,
0,2024-03-19,7:30p,NOP,,BRK,
0,2024-03-19,8:00p,DAL,,SAS,
0,2024-03-19,9:00p,DEN,,MIN,
0,2024-03-20,7:00p,MIA,,CLE,
0,2024-03-20,7:00p,IND,,DET,
0,2024-03-20,7:30p,MIL,,BOS,
0,2024-03-20,7:30p,SAC,,TOR,
0,2024-03-20,8:00p,UTA,,OKC,
0,2024-03-20,10:00p,MEM,,GSW,
0,2024-03-20,10:00p,PHI,,PHO,
0,2024-03-20,10:00p,LAC,,POR,
0,2024-03-21,7:00p,NOP,,ORL,
0,2024-03-21,7:00p,SAC,,WAS,
0,2024-03-21,8:00p,CHI,,HOU,
0,2024-03-21,8:00p,BRK,,MIL,
0,2024-03-21,8:30p,UTA,,DAL,
0,2024-03-21,9:00p,NYK,,DEN,
0,2024-03-21,10:30p,ATL,,PHO,
0,2024-03-22,7:00p,BOS,,DET,
0,2024-03-22,7:00p,OKC,,TOR,
0,2024-03-22,8:00p,NOP,,MIA,
0,2024-03-22,8:00p,CLE,,MIN,
0,2024-03-22,8:00p,MEM,,SAS,
0,2024-03-22,10:00p,IND,,GSW,
0,2024-03-22,10:00p,LAC,,POR,
0,2024-03-22,10:30p,PHI,,LAL,
0,2024-03-23,1:00p,BRK,,NYK,
0,2024-03-23,7:00p,SAC,,ORL,
0,2024-03-23,7:30p,CHO,,ATL,
0,2024-03-23,8:00p,BOS,,CHI,
0,2024-03-23,8:00p,UTA,,HOU,
0,2024-03-23,8:00p,PHO,,SAS,
0,2024-03-23,8:00p,TOR,,WAS,
0,2024-03-23,10:00p,DEN,,POR,
0,2024-03-24,3:00p,NOP,,DET,
0,2024-03-24,3:30p,PHI,,LAC,
0,2024-03-24,6:00p,CLE,,MIA,
0,2024-03-24,7:00p,OKC,,MIL,
0,2024-03-24,7:00p,GSW,,MIN,
0,2024-03-24,10:00p,IND,,LAL,
0,2024-03-25,7:00p,CHO,,CLE,
0,2024-03-25,7:30p,BOS,,ATL,
0,2024-03-25,7:30p,DET,,NYK,
0,2024-03-25,7:30p,BRK,,TOR,
0,2024-03-25,8:00p,WAS,,CHI,
0,2024-03-25,8:00p,POR,,HOU,
0,2024-03-25,8:00p,PHO,,SAS,
0,2024-03-25,9:00p,MEM,,DEN,
0,2024-03-25,9:00p,DAL,,UTA,
0,2024-03-25,10:00p,PHI,,SAC,
0,2024-03-25,10:30p,IND,,LAC,
0,2024-03-26,7:30p,GSW,,MIA,
0,2024-03-26,7:30p,LAL,,MIL,
0,2024-03-26,8:00p,OKC,,NOP,
0,2024-03-26,10:00p,DAL,,SAC,
0,2024-03-27,7:00p,CLE,,CHO,
0,2024-03-27,7:00p,GSW,,ORL,
0,2024-03-27,7:00p,BRK,,WAS,
0,2024-03-27,7:30p,POR,,ATL,
0,2024-03-27,7:30p,LAC,,PHI,
0,2024-03-27,7:30p,NYK,,TOR,
0,2024-03-27,8:00p,IND,,CHI,
0,2024-03-27,8:00p,LAL,,MEM,
0,2024-03-27,8:00p,DET,,MIN,
0,2024-03-27,8:00p,HOU,,OKC,
0,2024-03-27,9:00p,SAS,,UTA,
0,2024-03-27,10:00p,PHO,,DEN,
0,2024-03-28,7:30p,BOS,,ATL,
0,2024-03-28,8:00p,MIL,,NOP,
0,2024-03-29,7:00p,GSW,,CHO,
0,2024-03-29,7:00p,LAL,,IND,
0,2024-03-29,7:00p,LAC,,ORL,
0,2024-03-29,7:00p,DET,,WAS,
0,2024-03-29,7:30p,CHI,,BRK,
0,2024-03-29,7:30p,PHI,,CLE,
0,2024-03-29,8:00p,POR,,MIA,
0,2024-03-29,8:00p,PHO,,OKC,
0,2024-03-29,8:00p,NYK,,SAS,
0,2024-03-29,9:00p,MIN,,DEN,
0,2024-03-29,9:30p,HOU,,UTA,
0,2024-03-29,10:00p,DAL,,SAC,
0,2024-03-30,5:00p,BOS,,NOP,
0,2024-03-30,7:00p,MEM,,ORL,
0,2024-03-30,7:30p,MIL,,ATL,
0,2024-03-31,3:30p,CLE,,DEN,
0,2024-03-31,6:00p,LAL,,BRK,
0,2024-03-31,6:00p,LAC,,CHO,
0,2024-03-31,6:00p,PHI,,TOR,
0,2024-03-31,6:00p,MIA,,WAS,
0,2024-03-31,7:00p,DAL,,HOU,
0,2024-03-31,7:00p,CHI,,MIN,
0,2024-03-31,7:00p,OKC,,NYK,
0,2024-03-31,7:00p,GSW,,SAS,
0,2024-03-31,9:00p,UTA,,SAC,
0,2024-04-01,7:00p,BOS,,CHO,
0,2024-04-01,7:00p,MEM,,DET,
0,2024-04-01,7:00p,BRK,,IND,
0,2024-04-01,7:00p,POR,,ORL,
0,2024-04-01,8:00p,ATL,,CHI,
0,2024-04-01,8:00p,PHO,,NOP,
0,2024-04-02,7:00p,OKC,,PHI,
0,2024-04-02,7:00p,LAL,,TOR,
0,2024-04-02,7:00p,MIL,,WAS,
0,2024-04-02,7:30p,GSW,,DAL,
0,2024-04-02,7:30p,NYK,,MIA,
0,2024-04-02,8:00p,HOU,,MIN,
0,2024-04-02,9:00p,SAS,,DEN,
0,2024-04-02,9:00p,CLE,,UTA,
0,2024-04-02,10:00p,LAC,,SAC,
0,2024-04-03,7:00p,POR,,CHO,
0,2024-04-03,7:00p,LAL,,WAS,
0,2024-04-03,7:30p,DET,,ATL,
0,2024-04-03,7:30p,OKC,,BOS,
0,2024-04-03,7:30p,IND,,BRK,
0,2024-04-03,7:30p,MEM,,MIL,
0,2024-04-03,8:00p,TOR,,MIN,
0,2024-04-03,8:00p,ORL,,NOP,
0,2024-04-03,10:00p,CLE,,PHO,
0,2024-04-04,7:30p,PHI,,MIA,
0,2024-04-04,7:30p,SAC,,NYK,
0,2024-04-04,8:00p,GSW,,HOU,
0,2024-04-04,10:00p,DEN,,LAC,
0,2024-04-05,7:00p,ORL,,CHO,
0,2024-04-05,7:00p,OKC,,IND,
0,2024-04-05,7:00p,POR,,WAS,
0,2024-04-05,7:30p,SAC,,BOS,
0,2024-04-05,8:00p,NYK,,CHI,
0,2024-04-05,8:00p,MIA,,HOU,
0,2024-04-05,8:00p,DET,,MEM,
0,2024-04-05,8:00p,TOR,,MIL,
0,2024-04-05,8:00p,SAS,,NOP,
0,2024-04-05,8:30p,ATL,,DAL,
0,2024-04-05,10:00p,MIN,,PHO,
0,2024-04-05,10:30p,UTA,,LAC,
0,2024-04-06,3:30p,CLE,,LAL,
0,2024-04-06,7:00p,DET,,BRK,
0,2024-04-06,8:00p,PHI,,MEM,
0,2024-04-06,9:00p,ATL,,DEN,
0,2024-04-07,3:30p,HOU,,DAL,
0,2024-04-07,3:30p,CLE,,LAC,
0,2024-04-07,5:00p,MIA,,IND,
0,2024-04-07,6:00p,POR,,BOS,
0,2024-04-07,6:00p,OKC,,CHO,
0,2024-04-07,6:00p,CHI,,ORL,
0,2024-04-07,6:00p,NOP,,PHO,
0,2024-04-07,6:00p,WAS,,TOR,
0,2024-04-07,7:00p,NYK,,MIL,
0,2024-04-07,7:00p,PHI,,SAS,
0,2024-04-07,7:30p,SAC,,BRK,
0,2024-04-07,8:30p,UTA,,GSW,
0,2024-04-07,10:00p,MIN,,LAL,
0,2024-04-09,7:00p,DAL,,CHO,
0,2024-04-09,7:00p,DET,,PHI,
0,2024-04-09,7:00p,IND,,TOR,
0,2024-04-09,7:30p,MIA,,ATL,
0,2024-04-09,7:30p,BOS,,MIL,
0,2024-04-09,8:00p,NYK,,CHI,
0,2024-04-09,8:00p,ORL,,HOU,
0,2024-04-09,8:00p,SAS,,MEM,
0,2024-04-09,8:00p,WAS,,MIN,
0,2024-04-09,8:00p,SAC,,OKC,
0,2024-04-09,9:00p,DEN,,UTA,
0,2024-04-09,10:00p,GSW,,LAL,
0,2024-04-09,10:00p,LAC,,PHO,
0,2024-04-09,10:00p,NOP,,POR,
0,2024-04-10,7:00p,MEM,,CLE,
0,2024-04-10,7:30p,CHO,,ATL,
0,2024-04-10,7:30p,TOR,,BRK,
0,2024-04-10,7:30p,DAL,,MIA,
0,2024-04-10,8:00p,ORL,,MIL,
0,2024-04-10,8:00p,SAS,,OKC,
0,2024-04-10,10:00p,MIN,,DEN,
0,2024-04-10,10:30p,PHO,,LAC,
0,2024-04-11,7:00p,CHI,,DET,
0,2024-04-11,7:30p,NYK,,BOS,
0,2024-04-11,9:00p,HOU,,UTA,
0,2024-04-11,10:00p,GSW,,POR,
0,2024-04-11,10:00p,NOP,,SAC,
0,2024-04-12,7:00p,ORL,,PHI,
0,2024-04-12,7:00p,CHI,,WAS,
0,2024-04-12,7:30p,CHO,,BOS,
0,2024-04-12,7:30p,IND,,CLE,
0,2024-04-12,7:30p,BRK,,NYK,
0,2024-04-12,8:00p,LAL,,MEM,
0,2024-04-12,8:00p,TOR,,MIA,
0,2024-04-12,8:00p,ATL,,MIN,
0,2024-04-12,8:00p,MIL,,OKC,
0,2024-04-12,8:00p,DEN,,SAS,
0,2024-04-12,8:30p,DET,,DAL,
0,2024-04-12,10:00p,NOP,,GSW,
0,2024-04-12,10:00p,HOU,,POR,
0,2024-04-12,10:30p,UTA,,LAC,
0,2024-04-12,10:30p,PHO,,SAC,
0,2024-04-14,1:00p,WAS,,BOS,
0,2024-04-14,1:00p,CHO,,CLE,
0,2024-04-14,1:00p,ATL,,IND,
0,2024-04-14,1:00p,TOR,,MIA,
0,2024-04-14,1:00p,CHI,,NYK,
0,2024-04-14,1:00p,MIL,,ORL,
0,2024-04-14,1:00p,BRK,,PHI,
0,2024-04-14,3:30p,UTA,,GSW,
0,2024-04-14,3:30p,HOU,,LAC,
0,2024-04-14,3:30p,DEN,,MEM,
0,2024-04-14,3:30p,PHO,,MIN,
0,2024-04-14,3:30p,LAL,,NOP,
0,2024-04-14,3:30p,DAL,,OKC,
0,2024-04-14,3:30p,POR,,SAC,
0,2024-04-14,3:30p,DET,,SAS,
